division_alias,party_number,votes,percent
00.18.08,21,0,0.0
00.18.08,23,0,0.0
00.18.08,3,4,0.532
00.18.08,27,2,0.266
00.18.08,41,422,56.117
00.18.08,5,128,17.021
00.18.08,36,12,1.596
00.18.08,9,75,9.973
00.18.08,6,6,0.798
00.18.08,8,16,2.128
00.18.08,4,47,6.25
00.18.09,17,0,0.0
00.18.09,10,0,0.0
00.18.09,25,1,0.787
00.18.09,12,0,0.0
00.18.09,20,0,0.0
00.18.09,26,0,0.0
00.18.09,16,0,0.0
00.18.09,21,0,0.0
00.18.09,23,0,0.0
00.18.09,3,0,0.0
00.18.09,27,0,0.0
00.18.09,41,86,67.717
00.18.09,5,22,17.323
00.18.09,36,4,3.15
00.18.09,9,1,0.787
00.18.09,6,0,0.0
00.18.09,8,0,0.0
00.18.09,4,13,10.236
00.18.10,17,1,0.124
00.18.10,10,2,0.248
00.18.10,25,31,3.846
00.18.10,12,1,0.124
00.18.10,20,1,0.124
00.18.10,26,1,0.124
00.18.10,16,9,1.117
00.18.10,21,2,0.248
00.18.10,23,0,0.0
00.18.10,3,2,0.248
00.18.10,27,3,0.372
00.18.10,41,388,48.139
00.18.10,5,184,22.829
00.18.10,36,15,1.861
00.18.10,9,45,5.583
00.18.10,6,4,0.496
00.18.10,8,17,2.109
00.18.10,4,100,12.407
00.18.11,17,1,0.151
00.18.11,10,2,0.302
00.18.11,25,38,5.732
00.18.11,12,0,0.0
00.18.11,20,2,0.302
00.18.11,26,0,0.0
00.18.11,16,2,0.302
00.18.11,21,0,0.0
00.18.11,23,0,0.0
00.18.11,3,1,0.151
00.18.11,27,4,0.603
00.18.11,41,340,51.282
00.18.11,5,117,17.647
00.18.11,36,13,1.961
00.18.11,9,59,8.899
00.18.11,6,3,0.452
00.18.11,8,7,1.056
00.18.11,4,74,11.161
00.18.12,17,1,0.209
00.18.12,10,2,0.418
00.18.12,25,7,1.464
00.18.12,12,1,0.209
00.18.12,20,2,0.418
00.18.12,26,0,0.0
00.18.12,16,0,0.0
00.18.12,21,0,0.0
00.18.12,23,1,0.209
00.18.12,3,0,0.0
00.18.12,27,2,0.418
00.18.12,41,300,62.762
00.18.12,5,102,21.339
00.18.12,36,2,0.418
00.18.12,9,20,4.184
00.18.12,6,2,0.418
00.18.12,8,7,1.464
00.18.12,4,29,6.067
00.18.13,17,0,0.0
00.18.13,10,1,0.549
00.18.13,25,8,4.396
00.18.13,12,0,0.0
00.18.13,20,0,0.0
00.18.13,26,0,0.0
00.18.13,16,3,1.648
00.18.13,21,0,0.0
00.18.13,23,0,0.0
00.18.13,3,0,0.0
00.18.13,27,1,0.549
00.18.13,41,106,58.242
00.18.13,5,21,11.538
00.18.13,36,6,3.297
00.18.13,9,17,9.341
00.18.13,6,0,0.0
00.18.13,8,7,3.846
00.18.13,4,12,6.593
00.18.14,17,0,0.0
00.18.14,10,2,0.316
00.18.14,25,24,3.791
00.18.14,12,0,0.0
00.18.14,20,2,0.316
00.18.14,26,0,0.0
00.18.14,16,2,0.316
00.18.14,21,0,0.0
00.18.14,23,0,0.0
00.18.14,3,2,0.316
00.18.14,27,2,0.316
00.18.14,41,375,59.242
00.18.14,5,101,15.956
00.18.14,36,6,0.948
00.18.14,9,51,8.057
00.18.14,6,3,0.474
00.18.14,8,9,1.422
00.18.14,4,54,8.531
00.18.15,17,0,0.0
00.18.15,10,0,0.0
00.18.15,25,13,5.118
00.18.15,12,0,0.0
00.18.15,20,0,0.0
00.18.15,26,0,0.0
00.18.15,16,2,0.787
00.18.15,21,0,0.0
00.18.15,23,0,0.0
00.18.15,3,0,0.0
00.18.15,27,1,0.394
00.18.15,41,161,63.386
00.18.15,5,37,14.567
00.18.15,36,2,0.787
00.18.15,9,19,7.48
00.18.15,6,0,0.0
00.18.15,8,4,1.575
00.18.15,4,15,5.906
00.18.16,17,0,0.0
00.18.16,10,2,0.347
00.18.16,25,13,2.257
00.18.16,12,0,0.0
00.18.16,20,0,0.0
00.18.16,26,0,0.0
00.18.16,16,0,0.0
00.18.16,21,0,0.0
00.18.16,23,0,0.0
00.18.16,3,1,0.174
00.18.16,27,0,0.0
00.18.16,41,409,71.007
00.18.16,5,44,7.639
00.18.16,36,7,1.215
00.18.16,9,30,5.208
00.18.16,6,8,1.389
00.18.16,8,13,2.257
00.18.16,4,49,8.507
00.18.17,17,3,0.229
00.18.17,10,7,0.535
00.18.17,25,94,7.187
00.18.17,12,1,0.076
00.18.17,20,3,0.229
00.18.17,26,1,0.076
00.18.17,16,18,1.376
00.18.17,21,0,0.0
00.18.17,23,1,0.076
00.18.17,3,1,0.076
00.18.17,27,3,0.229
00.18.17,41,545,41.667
00.18.17,5,194,14.832
00.18.17,36,36,2.752
00.18.17,9,175,13.379
00.18.17,6,6,0.459
00.18.17,8,41,3.135
00.18.17,4,179,13.685
00.18.18,17,1,0.094
00.18.18,10,17,1.595
00.18.18,25,46,4.315
00.18.18,12,2,0.188
00.18.18,20,0,0.0
00.18.18,26,1,0.094
00.18.18,16,8,0.75
00.18.18,21,0,0.0
00.18.18,23,0,0.0
00.18.18,3,2,0.188
00.18.18,27,4,0.375
00.18.18,41,553,51.876
00.18.18,5,155,14.54
00.18.18,36,30,2.814
00.18.18,9,94,8.818
00.18.18,6,5,0.469
00.18.18,8,33,3.096
00.18.18,4,115,10.788
00.18.19,17,0,0.0
00.18.19,10,6,2.143
00.18.19,25,10,3.571
00.18.19,12,1,0.357
00.18.19,20,0,0.0
00.18.19,26,0,0.0
00.18.19,16,1,0.357
00.18.19,21,1,0.357
00.18.19,23,0,0.0
00.18.19,3,0,0.0
00.18.19,27,1,0.357
00.18.19,41,182,65.0
00.18.19,5,24,8.571
00.18.19,36,4,1.429
00.18.19,9,25,8.929
00.18.19,6,2,0.714
00.18.19,8,3,1.071
00.18.19,4,20,7.143
00.18.20,17,1,0.552
00.18.20,10,2,1.105
00.18.20,25,6,3.315
00.18.20,12,0,0.0
00.18.20,20,1,0.552
00.18.20,26,0,0.0
00.18.20,16,0,0.0
00.18.20,21,0,0.0
00.18.20,23,0,0.0
00.18.20,3,0,0.0
00.18.20,27,1,0.552
00.18.20,41,119,65.746
00.18.20,5,22,12.155
00.18.20,36,2,1.105
00.18.20,9,9,4.972
00.18.20,6,1,0.552
00.18.20,8,1,0.552
00.18.20,4,16,8.84
00.18.21,17,0,0.0
00.18.21,10,1,0.176
00.18.21,25,11,1.937
00.18.21,12,0,0.0
00.18.21,20,0,0.0
00.18.21,26,0,0.0
00.18.21,16,0,0.0
00.18.21,21,1,0.176
00.18.21,23,0,0.0
00.18.21,3,0,0.0
00.18.21,27,2,0.352
00.18.21,41,411,72.359
00.18.21,5,31,5.458
00.18.21,36,4,0.704
00.18.21,9,41,7.218
00.18.21,6,3,0.528
00.18.21,8,1,0.176
00.18.21,4,62,10.915
00.18.22,17,0,0.0
00.18.22,10,0,0.0
00.18.22,25,2,0.606
00.18.22,12,0,0.0
00.18.22,20,0,0.0
00.18.22,26,1,0.303
00.18.22,16,0,0.0
00.18.22,21,0,0.0
00.18.22,23,0,0.0
00.18.22,3,1,0.303
00.18.22,27,0,0.0
00.18.22,41,225,68.182
00.18.22,5,48,14.545
00.18.22,36,0,0.0
00.18.22,9,37,11.212
00.18.22,6,0,0.0
00.18.22,8,0,0.0
00.18.22,4,16,4.848
00.18.23,17,3,0.388
00.18.23,10,3,0.388
00.18.23,25,34,4.398
00.18.23,12,1,0.129
00.18.23,20,0,0.0
00.18.23,26,1,0.129
00.18.23,16,3,0.388
00.18.23,21,0,0.0
00.18.23,23,1,0.129
00.18.23,3,3,0.388
00.18.23,27,3,0.388
00.18.23,41,403,52.135
00.18.23,5,142,18.37
00.18.23,36,14,1.811
00.18.23,9,60,7.762
00.18.23,6,4,0.517
00.18.23,8,34,4.398
00.18.23,4,64,8.279
00.18.24,17,0,0.0
00.18.24,10,7,0.836
00.18.24,25,48,5.735
00.18.24,12,1,0.119
00.18.24,20,1,0.119
00.18.24,26,2,0.239
00.18.24,16,3,0.358
00.18.24,21,1,0.119
00.18.24,23,1,0.119
00.18.24,3,3,0.358
00.18.24,27,0,0.0
00.18.24,41,385,45.998
00.18.24,5,185,22.103
00.18.24,36,13,1.553
00.18.24,9,85,10.155
00.18.24,6,3,0.358
00.18.24,8,15,1.792
00.18.24,4,84,10.036
00.19.01,17,1,0.162
00.19.01,10,5,0.81
00.19.01,25,65,10.535
00.19.01,12,0,0.0
00.19.01,20,0,0.0
00.19.01,26,0,0.0
00.19.01,16,5,0.81
00.19.01,21,0,0.0
00.19.01,23,0,0.0
00.19.01,3,2,0.324
00.19.01,27,2,0.324
00.19.01,41,337,54.619
00.19.01,5,52,8.428
00.19.01,36,13,2.107
00.19.01,9,35,5.673
00.19.01,6,3,0.486
00.19.01,8,22,3.566
00.19.01,4,75,12.156
00.19.02,17,1,0.152
00.19.02,10,12,1.826
00.19.02,25,36,5.479
00.19.02,12,1,0.152
00.19.02,20,0,0.0
00.19.02,26,1,0.152
00.19.02,16,4,0.609
00.19.02,21,0,0.0
00.19.02,23,0,0.0
00.19.02,3,2,0.304
00.19.02,27,0,0.0
00.19.02,41,366,55.708
00.19.02,5,41,6.24
00.19.02,36,26,3.957
00.19.02,9,56,8.524
00.19.02,6,4,0.609
00.19.02,8,26,3.957
00.19.02,4,81,12.329
00.19.03,17,1,0.332
00.19.03,10,1,0.332
00.19.03,25,19,6.312
00.19.03,12,0,0.0
00.19.03,20,1,0.332
00.19.03,26,0,0.0
00.19.03,16,3,0.997
00.19.03,21,0,0.0
00.19.03,23,0,0.0
00.19.03,3,1,0.332
00.19.03,27,0,0.0
00.19.03,41,173,57.475
00.19.03,5,18,5.98
00.19.03,36,16,5.316
00.19.03,9,24,7.973
00.19.03,6,2,0.664
00.19.03,8,14,4.651
00.19.03,4,28,9.302
00.19.04,17,0,0.0
00.19.04,10,4,2.564
00.19.04,25,13,8.333
00.19.04,12,0,0.0
00.19.04,20,0,0.0
00.19.04,26,0,0.0
00.19.04,16,1,0.641
00.19.04,21,1,0.641
00.19.04,23,0,0.0
00.19.04,3,0,0.0
00.19.04,27,0,0.0
00.19.04,41,95,60.897
00.19.04,5,12,7.692
00.19.04,36,3,1.923
00.19.04,9,8,5.128
00.19.04,6,0,0.0
00.19.04,8,3,1.923
00.19.04,4,16,10.256
00.19.05,17,0,0.0
00.19.05,10,1,0.671
00.19.05,25,8,5.369
00.19.05,12,0,0.0
00.19.05,20,0,0.0
00.19.05,26,1,0.671
00.19.05,16,0,0.0
00.19.05,21,0,0.0
00.19.05,23,0,0.0
00.19.05,3,0,0.0
00.19.05,27,1,0.671
00.19.05,41,74,49.664
00.19.05,5,15,10.067
00.19.05,36,2,1.342
00.19.05,9,16,10.738
00.19.05,6,1,0.671
00.19.05,8,5,3.356
00.19.05,4,25,16.779
00.19.06,17,0,0.0
00.19.06,10,2,1.6
00.19.06,25,6,4.8
00.19.06,12,0,0.0
00.19.06,20,0,0.0
00.19.06,26,0,0.0
00.19.06,16,0,0.0
00.19.06,21,0,0.0
00.19.06,23,0,0.0
00.19.06,3,0,0.0
00.19.06,27,1,0.8
00.19.06,41,74,59.2
00.19.06,5,17,13.6
00.19.06,36,1,0.8
00.19.06,9,4,3.2
00.19.06,6,0,0.0
00.19.06,8,1,0.8
00.19.06,4,19,15.2
00.19.07,17,0,0.0
00.19.07,10,0,0.0
00.19.07,25,2,2.597
00.19.07,12,0,0.0
00.19.07,20,0,0.0
00.19.07,26,0,0.0
00.19.07,16,0,0.0
00.19.07,21,0,0.0
00.19.07,23,0,0.0
00.19.07,3,0,0.0
00.19.07,27,0,0.0
00.19.07,41,57,74.026
00.19.07,5,9,11.688
00.19.07,36,0,0.0
00.19.07,9,4,5.195
00.19.07,6,0,0.0
00.19.07,8,3,3.896
00.19.07,4,2,2.597
00.19.08,17,0,0.0
00.19.08,10,1,0.292
00.19.08,25,19,5.539
00.19.08,12,1,0.292
00.19.08,20,1,0.292
00.19.08,26,0,0.0
00.19.08,16,2,0.583
00.19.08,21,0,0.0
00.19.08,23,1,0.292
00.19.08,3,0,0.0
00.19.08,27,1,0.292
00.19.08,41,190,55.394
00.19.08,5,18,5.248
00.19.08,36,12,3.499
00.19.08,9,25,7.289
00.19.08,6,1,0.292
00.19.08,8,7,2.041
00.19.08,4,64,18.659
00.19.09,17,0,0.0
00.19.09,10,6,1.923
00.19.09,25,25,8.013
00.19.09,12,0,0.0
00.19.09,20,0,0.0
00.19.09,26,0,0.0
00.19.09,16,2,0.641
00.19.09,21,0,0.0
00.19.09,23,0,0.0
00.19.09,3,0,0.0
00.19.09,27,2,0.641
00.19.09,41,174,55.769
00.19.09,5,12,3.846
00.19.09,36,5,1.603
00.19.09,9,32,10.256
00.19.09,6,1,0.321
00.19.09,8,22,7.051
00.19.09,4,31,9.936
00.19.10,17,0,0.0
00.19.10,10,0,0.0
00.19.10,25,6,4.58
00.19.10,12,0,0.0
00.19.10,20,0,0.0
00.19.10,26,0,0.0
00.19.10,16,0,0.0
00.19.10,21,0,0.0
00.19.10,23,0,0.0
00.19.10,3,0,0.0
00.19.10,27,0,0.0
00.19.10,41,78,59.542
00.19.10,5,10,7.634
00.19.10,36,1,0.763
00.19.10,9,11,8.397
00.19.10,6,1,0.763
00.19.10,8,13,9.924
00.19.10,4,11,8.397
00.19.11,17,0,0.0
00.19.11,10,5,1.085
00.19.11,25,33,7.158
00.19.11,12,1,0.217
00.19.11,20,2,0.434
00.19.11,26,0,0.0
00.19.11,16,3,0.651
00.19.11,21,0,0.0
00.19.11,23,0,0.0
00.19.11,3,1,0.217
00.19.11,27,3,0.651
00.19.11,41,287,62.256
00.19.11,5,28,6.074
00.19.11,36,5,1.085
00.19.11,9,41,8.894
00.19.11,6,1,0.217
00.19.11,8,16,3.471
00.19.11,4,35,7.592
00.19.12,17,2,0.394
00.19.12,10,3,0.592
00.19.12,25,28,5.523
00.19.12,12,2,0.394
00.19.12,20,1,0.197
00.19.12,26,1,0.197
00.19.12,16,6,1.183
00.19.12,21,0,0.0
00.19.12,23,1,0.197
00.19.12,3,2,0.394
00.19.12,27,1,0.197
00.19.12,41,289,57.002
00.19.12,5,36,7.101
00.19.12,36,14,2.761
00.19.12,9,45,8.876
00.19.12,6,2,0.394
00.19.12,8,31,6.114
00.19.12,4,43,8.481
00.19.13,17,0,0.0
00.19.13,10,1,0.439
00.19.13,25,6,2.632
00.19.13,12,0,0.0
00.19.13,20,0,0.0
00.19.13,26,0,0.0
00.19.13,16,0,0.0
00.19.13,21,0,0.0
00.19.13,23,0,0.0
00.19.13,3,0,0.0
00.19.13,27,0,0.0
00.19.13,41,196,85.965
00.19.13,5,7,3.07
00.19.13,36,0,0.0
00.19.13,9,7,3.07
00.19.13,6,0,0.0
00.19.13,8,7,3.07
00.19.13,4,4,1.754
00.19.14,17,1,0.493
00.19.14,10,3,1.478
00.19.14,25,2,0.985
00.19.14,12,0,0.0
00.19.14,20,0,0.0
00.19.14,26,1,0.493
00.19.14,16,0,0.0
00.19.14,21,0,0.0
00.19.14,23,0,0.0
00.19.14,3,0,0.0
00.19.14,27,0,0.0
00.19.14,41,167,82.266
00.19.14,5,7,3.448
00.19.14,36,0,0.0
00.19.14,9,12,5.911
00.19.14,6,1,0.493
00.19.14,8,1,0.493
00.19.14,4,8,3.941
00.19.15,17,0,0.0
00.19.15,10,0,0.0
00.19.15,25,14,5.691
00.19.15,12,0,0.0
00.19.15,20,1,0.407
00.19.15,26,1,0.407
00.19.15,16,1,0.407
00.19.15,21,0,0.0
00.19.15,23,0,0.0
00.19.15,3,2,0.813
00.19.15,27,1,0.407
00.19.15,41,170,69.106
00.19.15,5,6,2.439
00.19.15,36,1,0.407
00.19.15,9,23,9.35
00.19.15,6,0,0.0
00.19.15,8,13,5.285
00.19.15,4,13,5.285
00.19.16,17,0,0.0
00.19.16,10,1,0.318
00.19.16,25,11,3.503
00.19.16,12,0,0.0
00.19.16,20,0,0.0
00.19.16,26,0,0.0
00.19.16,16,0,0.0
00.19.16,21,0,0.0
00.19.16,23,0,0.0
00.19.16,3,1,0.318
00.19.16,27,1,0.318
00.19.16,41,216,68.79
00.19.16,5,14,4.459
00.19.16,36,6,1.911
00.19.16,9,25,7.962
00.19.16,6,2,0.637
00.19.16,8,13,4.14
00.19.16,4,24,7.643
00.19.17,17,1,0.199
00.19.17,10,2,0.398
00.19.17,25,38,7.57
00.19.17,12,1,0.199
00.19.17,20,1,0.199
00.19.17,26,0,0.0
00.19.17,16,4,0.797
00.19.17,21,1,0.199
00.19.17,23,1,0.199
00.19.17,3,3,0.598
00.19.17,27,2,0.398
00.19.17,41,310,61.753
00.19.17,5,29,5.777
00.19.17,36,6,1.195
00.19.17,9,43,8.566
00.19.17,6,0,0.0
00.19.17,8,19,3.785
00.19.17,4,41,8.167
00.19.18,17,0,0.0
00.19.18,10,1,0.725
00.19.18,25,0,0.0
00.19.18,12,0,0.0
00.19.18,20,1,0.725
00.19.18,26,0,0.0
00.19.18,16,0,0.0
00.19.18,21,0,0.0
00.19.18,23,0,0.0
00.19.18,3,1,0.725
00.19.18,27,0,0.0
00.19.18,41,81,58.696
00.19.18,5,8,5.797
00.19.18,36,1,0.725
00.19.18,9,8,5.797
00.19.18,6,1,0.725
00.19.18,8,22,15.942
00.19.18,4,14,10.145
00.19.19,17,1,0.187
00.19.19,10,6,1.119
00.19.19,25,26,4.851
00.19.19,12,1,0.187
00.19.19,20,0,0.0
00.19.19,26,0,0.0
00.19.19,16,3,0.56
00.19.19,21,0,0.0
00.19.19,23,0,0.0
00.19.19,3,1,0.187
00.19.19,27,1,0.187
00.19.19,41,380,70.896
00.19.19,5,22,4.104
00.19.19,36,10,1.866
00.19.19,9,34,6.343
00.19.19,6,2,0.373
00.19.19,8,19,3.545
00.19.19,4,30,5.597
00.19.20,17,0,0.0
00.19.20,10,3,0.575
00.19.20,25,37,7.088
00.19.20,12,0,0.0
00.19.20,20,2,0.383
00.19.20,26,0,0.0
00.19.20,16,1,0.192
00.19.20,21,0,0.0
00.19.20,23,0,0.0
00.19.20,3,0,0.0
00.19.20,27,1,0.192
00.19.20,41,320,61.303
00.19.20,5,39,7.471
00.19.20,36,14,2.682
00.19.20,9,53,10.153
00.19.20,6,3,0.575
00.19.20,8,13,2.49
00.19.20,4,36,6.897
00.20.01,17,3,0.237
00.20.01,10,17,1.344
00.20.01,25,141,11.146
00.20.01,12,0,0.0
00.20.01,20,7,0.553
00.20.01,26,0,0.0
00.20.01,16,12,0.949
00.20.01,21,1,0.079
00.20.01,23,1,0.079
00.20.01,3,1,0.079
00.20.01,27,1,0.079
00.20.01,41,544,43.004
00.20.01,5,90,7.115
00.20.01,36,79,6.245
00.20.01,9,134,10.593
00.20.01,6,3,0.237
00.20.01,8,40,3.162
00.20.01,4,191,15.099
00.20.02,17,2,0.281
00.20.02,10,10,1.403
00.20.02,25,45,6.311
00.20.02,12,0,0.0
00.20.02,20,2,0.281
00.20.02,26,0,0.0
00.20.02,16,12,1.683
00.20.02,21,1,0.14
00.20.02,23,1,0.14
00.20.02,3,4,0.561
00.20.02,27,3,0.421
00.20.02,41,339,47.546
00.20.02,5,73,10.238
00.20.02,36,23,3.226
00.20.02,9,67,9.397
00.20.02,6,4,0.561
00.20.02,8,20,2.805
00.20.02,4,107,15.007
00.20.03,17,3,0.314
00.20.03,10,7,0.733
00.20.03,25,87,9.11
00.20.03,12,0,0.0
00.20.03,20,6,0.628
00.20.03,26,0,0.0
00.20.03,16,14,1.466
00.20.03,21,2,0.209
00.20.03,23,3,0.314
00.20.03,3,3,0.314
00.20.03,27,5,0.524
00.20.03,41,411,43.037
00.20.03,5,107,11.204
00.20.03,36,54,5.654
00.20.03,9,93,9.738
00.20.03,6,7,0.733
00.20.03,8,23,2.408
00.20.03,4,130,13.613
00.20.04,17,2,0.151
00.20.04,10,13,0.981
00.20.04,25,148,11.17
00.20.04,12,0,0.0
00.20.04,20,6,0.453
00.20.04,26,1,0.075
00.20.04,16,15,1.132
00.20.04,21,5,0.377
00.20.04,23,0,0.0
00.20.04,3,0,0.0
00.20.04,27,1,0.075
00.20.04,41,554,41.811
00.20.04,5,113,8.528
00.20.04,36,56,4.226
00.20.04,9,151,11.396
00.20.04,6,4,0.302
00.20.04,8,50,3.774
00.20.04,4,206,15.547
00.20.05,17,2,0.218
00.20.05,10,8,0.872
00.20.05,25,96,10.469
00.20.05,12,1,0.109
00.20.05,20,0,0.0
00.20.05,26,0,0.0
00.20.05,16,12,1.309
00.20.05,21,0,0.0
00.20.05,23,0,0.0
00.20.05,3,2,0.218
00.20.05,27,2,0.218
00.20.05,41,392,42.748
00.20.05,5,87,9.487
00.20.05,36,46,5.016
00.20.05,9,95,10.36
00.20.05,6,2,0.218
00.20.05,8,35,3.817
00.20.05,4,137,14.94
00.20.06,17,4,0.443
00.20.06,10,6,0.664
00.20.06,25,100,11.074
00.20.06,12,1,0.111
00.20.06,20,4,0.443
00.20.06,26,0,0.0
00.20.06,16,8,0.886
00.20.06,21,3,0.332
00.20.06,23,1,0.111
00.20.06,3,3,0.332
00.20.06,27,2,0.221
00.20.06,41,398,44.075
00.20.06,5,76,8.416
00.20.06,36,45,4.983
00.20.06,9,95,10.52
00.20.06,6,4,0.443
00.20.06,8,52,5.759
00.20.06,4,101,11.185
00.20.07,17,3,0.335
00.20.07,10,9,1.006
00.20.07,25,99,11.061
00.20.07,12,1,0.112
00.20.07,20,1,0.112
00.20.07,26,0,0.0
00.20.07,16,6,0.67
00.20.07,21,1,0.112
00.20.07,23,2,0.223
00.20.07,3,2,0.223
00.20.07,27,1,0.112
00.20.07,41,379,42.346
00.20.07,5,64,7.151
00.20.07,36,44,4.916
00.20.07,9,102,11.397
00.20.07,6,5,0.559
00.20.07,8,39,4.358
00.20.07,4,137,15.307
00.20.08,17,1,0.129
00.20.08,10,12,1.552
00.20.08,25,69,8.926
00.20.08,12,0,0.0
00.20.08,20,5,0.647
00.20.08,26,0,0.0
00.20.08,16,12,1.552
00.20.08,21,0,0.0
00.20.08,23,0,0.0
00.20.08,3,3,0.388
00.20.08,27,2,0.259
00.20.08,41,346,44.761
00.20.08,5,68,8.797
00.20.08,36,33,4.269
00.20.08,9,65,8.409
00.20.08,6,3,0.388
00.20.08,8,22,2.846
00.20.08,4,132,17.076
00.20.09,17,2,0.26
00.20.09,10,5,0.651
00.20.09,25,103,13.411
00.20.09,12,1,0.13
00.20.09,20,0,0.0
00.20.09,26,1,0.13
00.20.09,16,6,0.781
00.20.09,21,2,0.26
00.20.09,23,0,0.0
00.20.09,3,3,0.391
00.20.09,27,1,0.13
00.20.09,41,325,42.318
00.20.09,5,67,8.724
00.20.09,36,33,4.297
00.20.09,9,62,8.073
00.20.09,6,4,0.521
00.20.09,8,19,2.474
00.20.09,4,134,17.448
00.20.10,17,6,0.37
00.20.10,10,22,1.358
00.20.10,25,165,10.185
00.20.10,12,2,0.123
00.20.10,20,4,0.247
00.20.10,26,0,0.0
00.20.10,16,13,0.802
00.20.10,21,3,0.185
00.20.10,23,0,0.0
00.20.10,3,4,0.247
00.20.10,27,4,0.247
00.20.10,41,642,39.63
00.20.10,5,199,12.284
00.20.10,36,75,4.63
00.20.10,9,188,11.605
00.20.10,6,3,0.185
00.20.10,8,50,3.086
00.20.10,4,240,14.815
00.20.11,17,3,0.203
00.20.11,10,21,1.421
00.20.11,25,176,11.908
00.20.11,12,2,0.135
00.20.11,20,2,0.135
00.20.11,26,0,0.0
00.20.11,16,17,1.15
00.20.11,21,1,0.068
00.20.11,23,2,0.135
00.20.11,3,3,0.203
00.20.11,27,1,0.068
00.20.11,41,623,42.152
00.20.11,5,183,12.382
00.20.11,36,81,5.48
00.20.11,9,122,8.254
00.20.11,6,7,0.474
00.20.11,8,30,2.03
00.20.11,4,204,13.802
00.20.12,17,1,0.114
00.20.12,10,7,0.798
00.20.12,25,57,6.499
00.20.12,12,1,0.114
00.20.12,20,2,0.228
00.20.12,26,0,0.0
00.20.12,16,15,1.71
00.20.12,21,1,0.114
00.20.12,23,2,0.228
00.20.12,3,0,0.0
00.20.12,27,0,0.0
00.20.12,41,438,49.943
00.20.12,5,143,16.306
00.20.12,36,17,1.938
00.20.12,9,53,6.043
00.20.12,6,4,0.456
00.20.12,8,32,3.649
00.20.12,4,104,11.859
00.20.13,17,2,0.214
00.20.13,10,5,0.534
00.20.13,25,60,6.41
00.20.13,12,1,0.107
00.20.13,20,0,0.0
00.20.13,26,0,0.0
00.20.13,16,8,0.855
00.20.13,21,0,0.0
00.20.13,23,0,0.0
00.20.13,3,4,0.427
00.20.13,27,3,0.321
00.20.13,41,444,47.436
00.20.13,5,163,17.415
00.20.13,36,57,6.09
00.20.13,9,72,7.692
00.20.13,6,4,0.427
00.20.13,8,26,2.778
00.20.13,4,87,9.295
00.20.14,17,3,0.321
00.20.14,10,14,1.496
00.20.14,25,86,9.188
00.20.14,12,0,0.0
00.20.14,20,2,0.214
00.20.14,26,0,0.0
00.20.14,16,12,1.282
00.20.14,21,1,0.107
00.20.14,23,0,0.0
00.20.14,3,4,0.427
00.20.14,27,4,0.427
00.20.14,41,415,44.338
00.20.14,5,135,14.423
00.20.14,36,33,3.526
00.20.14,9,69,7.372
00.20.14,6,3,0.321
00.20.14,8,49,5.235
00.20.14,4,106,11.325
00.20.15,17,3,0.478
00.20.15,10,8,1.276
00.20.15,25,82,13.078
00.20.15,12,3,0.478
00.20.15,20,3,0.478
00.20.15,26,1,0.159
00.20.15,16,9,1.435
00.20.15,21,1,0.159
00.20.15,23,2,0.319
00.20.15,3,2,0.319
00.20.15,27,0,0.0
00.20.15,41,222,35.407
00.20.15,5,82,13.078
00.20.15,36,35,5.582
00.20.15,9,68,10.845
00.20.15,6,1,0.159
00.20.15,8,21,3.349
00.20.15,4,84,13.397
00.20.16,17,4,0.318
00.20.16,10,12,0.955
00.20.16,25,129,10.271
00.20.16,12,0,0.0
00.20.16,20,5,0.398
00.20.16,26,1,0.08
00.20.16,16,11,0.876
00.20.16,21,1,0.08
00.20.16,23,1,0.08
00.20.16,3,2,0.159
00.20.16,27,1,0.08
00.20.16,41,527,41.959
00.20.16,5,126,10.032
00.20.16,36,74,5.892
00.20.16,9,138,10.987
00.20.16,6,4,0.318
00.20.16,8,39,3.105
00.20.16,4,181,14.411
00.20.17,17,3,0.26
00.20.17,10,28,2.426
00.20.17,25,123,10.659
00.20.17,12,0,0.0
00.20.17,20,1,0.087
00.20.17,26,0,0.0
00.20.17,16,18,1.56
00.20.17,21,0,0.0
00.20.17,23,0,0.0
00.20.17,3,2,0.173
00.20.17,27,5,0.433
00.20.17,41,518,44.887
00.20.17,5,100,8.666
00.20.17,36,59,5.113
00.20.17,9,110,9.532
00.20.17,6,4,0.347
00.20.17,8,36,3.12
00.20.17,4,147,12.738
00.20.18,17,3,0.394
00.20.18,10,11,1.444
00.20.18,25,74,9.711
00.20.18,12,2,0.262
00.20.18,20,4,0.525
00.20.18,26,1,0.131
00.20.18,16,9,1.181
00.20.18,21,0,0.0
00.20.18,23,0,0.0
00.20.18,3,1,0.131
00.20.18,27,2,0.262
00.20.18,41,336,44.094
00.20.18,5,49,6.43
00.20.18,36,43,5.643
00.20.18,9,76,9.974
00.20.18,6,1,0.131
00.20.18,8,44,5.774
00.20.18,4,106,13.911
00.20.19,17,3,0.386
00.20.19,10,5,0.643
00.20.19,25,75,9.64
00.20.19,12,0,0.0
00.20.19,20,2,0.257
00.20.19,26,1,0.129
00.20.19,16,11,1.414
00.20.19,21,0,0.0
00.20.19,23,0,0.0
00.20.19,3,1,0.129
00.20.19,27,1,0.129
00.20.19,41,349,44.859
00.20.19,5,73,9.383
00.20.19,36,35,4.499
00.20.19,9,89,11.44
